事故類型及型態子類別名稱,發生年度,發生月份,發生日期,處理單位名稱警局層,發生地點,天候名稱,道路類別-第1當事者-名稱,當事者順位,當事者區分-類別-大類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,肇因研判子類別名稱-主要,肇事逃逸類別名稱-是否肇逃
撞路樹、電桿,2022,9.0,20220913.0,臺南市政府警察局,臺南市歸仁區七甲里台39線北往南6.7公里慢車道,晴,市區道路,1.0,機車,男,27.0,不明原因肇事,否
撞路樹、電桿,2022,9.0,20220913.0,臺南市政府警察局,臺南市歸仁區七甲里台39線北往南6.7公里慢車道,晴,市區道路,2.0,,無或物(動物、堆置物),-1.0,不明原因肇事,否
側撞,2022,9.0,20220913.0,苗栗縣警察局,苗栗縣竹南鎮大埔里公義路與大埔六街口,晴,市區道路,1.0,小客車,男,39.0,左轉彎未依規定,否
側撞,2022,9.0,20220913.0,苗栗縣警察局,苗栗縣竹南鎮大埔里公義路與大埔六街口,晴,市區道路,2.0,機車,男,29.0,左轉彎未依規定,否
其他,2022,9.0,20220913.0,國道公路警察局,雲林縣古坑鄉國道3號 277公里700.0公尺處南側向中線,晴,國道,1.0,人,男,38.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220913.0,國道公路警察局,雲林縣古坑鄉國道3號 277公里700.0公尺處南側向中線,晴,國道,2.0,小客車,男,61.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220913.0,國道公路警察局,雲林縣古坑鄉國道3號 277公里700.0公尺處南側向中線,晴,國道,3.0,小客車,男,38.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220913.0,國道公路警察局,雲林縣古坑鄉國道3號 277公里700.0公尺處南側向中線,晴,國道,4.0,小客車,男,26.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220913.0,國道公路警察局,雲林縣古坑鄉國道3號 277公里700.0公尺處南側向中線,晴,國道,5.0,小客車,男,63.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220913.0,國道公路警察局,雲林縣古坑鄉國道3號 277公里700.0公尺處南側向中線,晴,國道,6.0,小客車,女,32.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220913.0,國道公路警察局,雲林縣古坑鄉國道3號 277公里700.0公尺處南側向中線,晴,國道,7.0,大客車,男,56.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220914.0,新竹縣政府警察局,新竹縣竹北市聯興二街356號,晴,鄉道,1.0,人,男,32.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220914.0,新竹縣政府警察局,新竹縣竹北市聯興二街356號,晴,鄉道,2.0,機車,女,44.0,其他引起事故之疏失或行為,否
撞路樹、電桿,2022,9.0,20220914.0,新北市政府警察局,新北市萬里區新北市萬里區台2線46.5公里,雨,省道,1.0,小客車,男,32.0,超速失控,否
撞路樹、電桿,2022,9.0,20220914.0,新北市政府警察局,新北市萬里區新北市萬里區台2線46.5公里,雨,省道,2.0,,無或物(動物、堆置物),0.0,超速失控,否
撞路樹、電桿,2022,9.0,20220914.0,新北市政府警察局,新北市萬里區新北市萬里區台2線46.5公里,雨,省道,3.0,人,男,34.0,超速失控,否
側撞,2022,9.0,20220914.0,基隆市警察局,基隆市七堵區基隆市七堵區新台五路燈桿編號83815,陰,市區道路,1.0,機車,男,52.0,未注意車前狀態,否
側撞,2022,9.0,20220914.0,基隆市警察局,基隆市七堵區基隆市七堵區新台五路燈桿編號83815,陰,市區道路,2.0,曳引車,男,35.0,未注意車前狀態,否
側撞,2022,9.0,20220914.0,桃園市政府警察局,桃園市龍潭區中原路1段口 / 桃園市龍潭區高楊北路口,晴,市區道路,1.0,小客車,男,62.0,未依規定讓車,否
側撞,2022,9.0,20220914.0,桃園市政府警察局,桃園市龍潭區中原路1段口 / 桃園市龍潭區高楊北路口,晴,市區道路,2.0,機車,男,17.0,未依規定讓車,否
追撞,2022,9.0,20220914.0,臺北市政府警察局,臺北市中山區新生高架道前0.0公尺,晴,市區道路,1.0,機車,男,35.0,未保持行車安全距離,否
追撞,2022,9.0,20220914.0,臺北市政府警察局,臺北市中山區新生高架道前0.0公尺,晴,市區道路,2.0,小客車,男,22.0,未保持行車安全距離,否
追撞,2022,9.0,20220914.0,臺北市政府警察局,臺北市中山區新生高架道前0.0公尺,晴,市區道路,3.0,小客車,男,54.0,未保持行車安全距離,否
追撞,2022,9.0,20220914.0,臺北市政府警察局,臺北市中山區新生高架道前0.0公尺,晴,市區道路,4.0,小客車,男,40.0,未保持行車安全距離,否
追撞,2022,9.0,20220914.0,臺北市政府警察局,臺北市中山區新生高架道前0.0公尺,晴,市區道路,5.0,小客車,女,50.0,未保持行車安全距離,否
路口交岔撞,2022,9.0,20220914.0,屏東縣政府警察局,屏東縣萬丹鄉萬丹路二段萬丹國中 前,晴,縣道,1.0,小貨車(含客、貨兩用),男,24.0,違反號誌管制或指揮,否
路口交岔撞,2022,9.0,20220914.0,屏東縣政府警察局,屏東縣萬丹鄉萬丹路二段萬丹國中 前,晴,縣道,2.0,機車,女,52.0,違反號誌管制或指揮,否
路口交岔撞,2022,9.0,20220914.0,屏東縣政府警察局,屏東縣萬丹鄉萬丹路二段萬丹國中 前,晴,縣道,3.0,人,男,56.0,違反號誌管制或指揮,否
路口交岔撞,2022,9.0,20220914.0,屏東縣政府警察局,屏東縣萬丹鄉萬丹路二段萬丹國中 前,晴,縣道,4.0,人,男,14.0,違反號誌管制或指揮,否
側撞,2022,9.0,20220914.0,彰化縣警察局,彰化縣彰化市福田里彰南路6段131號前0.0公尺,晴,市區道路,1.0,機車,男,30.0,違反號誌管制或指揮,否
側撞,2022,9.0,20220914.0,彰化縣警察局,彰化縣彰化市福田里彰南路6段131號前0.0公尺,晴,市區道路,2.0,小貨車(含客、貨兩用),男,26.0,違反號誌管制或指揮,否
同向擦撞,2022,9.0,20220914.0,臺北市政府警察局,臺北市士林區中山北路5段前0.0公尺,晴,市區道路,1.0,機車,男,58.0,變換車道或方向不當,否
同向擦撞,2022,9.0,20220914.0,臺北市政府警察局,臺北市士林區中山北路5段前0.0公尺,晴,市區道路,2.0,機車,男,28.0,變換車道或方向不當,否
穿越道路中,2022,9.0,20220914.0,澎湖縣政府警察局,澎湖縣湖西鄉東石村1-6號前道,晴,村里道路,1.0,小客車,女,33.0,未注意車前狀態,否
穿越道路中,2022,9.0,20220914.0,澎湖縣政府警察局,澎湖縣湖西鄉東石村1-6號前道,晴,村里道路,2.0,人,女,86.0,未注意車前狀態,否
追撞,2022,9.0,20220914.0,嘉義縣警察局,嘉義縣六腳鄉蒜南村157線30.2公里處,晴,縣道,1.0,小客車,男,25.0,未保持行車安全距離,否
追撞,2022,9.0,20220914.0,嘉義縣警察局,嘉義縣六腳鄉蒜南村157線30.2公里處,晴,縣道,2.0,慢車,男,66.0,未保持行車安全距離,否
撞路樹、電桿,2022,9.0,20220915.0,臺南市政府警察局,臺南市學甲區秀昌里中山路,晴,縣道,1.0,小客車,男,77.0,疲勞(患病)駕駛失控,否
撞路樹、電桿,2022,9.0,20220915.0,臺南市政府警察局,臺南市學甲區秀昌里中山路,晴,縣道,2.0,,無或物(動物、堆置物),-1.0,疲勞(患病)駕駛失控,否
其他,2022,9.0,20220915.0,彰化縣警察局,彰化縣二水鄉上豊村山腳路2段223號前0.0公尺,晴,其他,1.0,小貨車(含客、貨兩用),男,21.0,未注意車前狀態,否
其他,2022,9.0,20220915.0,彰化縣警察局,彰化縣二水鄉上豊村山腳路2段223號前0.0公尺,晴,其他,2.0,人,男,31.0,未注意車前狀態,否
路上翻車、摔倒,2022,9.0,20220915.0,雲林縣警察局,雲林縣水林鄉尖山村164公路與頂尖山路口,晴,村里道路,1.0,慢車,男,78.0,未注意車前狀態,否
路上翻車、摔倒,2022,9.0,20220915.0,雲林縣警察局,雲林縣水林鄉尖山村164公路與頂尖山路口,晴,村里道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
穿越道路中,2022,9.0,20220915.0,臺北市政府警察局,臺北市大安區羅斯福路3段271號前0.0公尺,晴,市區道路,1.0,人,男,71.0,未依標誌、標線、號誌或手勢指揮穿越道路,否
穿越道路中,2022,9.0,20220915.0,臺北市政府警察局,臺北市大安區羅斯福路3段271號前0.0公尺,晴,市區道路,2.0,機車,男,29.0,未依標誌、標線、號誌或手勢指揮穿越道路,否
穿越道路中,2022,9.0,20220915.0,臺北市政府警察局,臺北市大安區羅斯福路3段271號前0.0公尺,晴,市區道路,3.0,小貨車(含客、貨兩用),女,44.0,未依標誌、標線、號誌或手勢指揮穿越道路,否
路口交岔撞,2022,9.0,20220915.0,桃園市政府警察局,桃園市八德區介壽路二段口 / 桃園市八德區興豐路口,晴,市區道路,1.0,機車,男,21.0,違反號誌管制或指揮,否
路口交岔撞,2022,9.0,20220915.0,桃園市政府警察局,桃園市八德區介壽路二段口 / 桃園市八德區興豐路口,晴,市區道路,2.0,機車,女,34.0,違反號誌管制或指揮,否
路口交岔撞,2022,9.0,20220915.0,桃園市政府警察局,桃園市八德區介壽路二段口 / 桃園市八德區興豐路口,晴,市區道路,3.0,機車,女,30.0,違反號誌管制或指揮,否
路口交岔撞,2022,9.0,20220915.0,桃園市政府警察局,桃園市八德區介壽路二段口 / 桃園市八德區興豐路口,晴,市區道路,4.0,人,男,20.0,違反號誌管制或指揮,否
衝出路外,2022,9.0,20220915.0,嘉義縣警察局,嘉義縣鹿草鄉下潭村縣道163線25公里500公尺北向車道,晴,縣道,1.0,機車,女,39.0,未注意車前狀態,否
衝出路外,2022,9.0,20220915.0,嘉義縣警察局,嘉義縣鹿草鄉下潭村縣道163線25公里500公尺北向車道,晴,縣道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
追撞,2022,9.0,20220916.0,國道公路警察局,雲林縣斗南鎮國道1號 240公里400.0公尺處南側向中線,晴,國道,1.0,小客車,女,23.0,拋錨未採安全措施,否
追撞,2022,9.0,20220916.0,國道公路警察局,雲林縣斗南鎮國道1號 240公里400.0公尺處南側向中線,晴,國道,2.0,大貨車,男,28.0,拋錨未採安全措施,否
追撞,2022,9.0,20220916.0,國道公路警察局,雲林縣斗南鎮國道1號 240公里400.0公尺處南側向中線,晴,國道,3.0,,無或物(動物、堆置物),-1.0,拋錨未採安全措施,否
追撞,2022,9.0,20220916.0,國道公路警察局,雲林縣斗南鎮國道1號 240公里400.0公尺處南側向中線,晴,國道,4.0,人,女,52.0,拋錨未採安全措施,否
對撞,2022,9.0,20220916.0,嘉義縣警察局,嘉義縣新港鄉菜公村嘉68線5公里處,晴,鄉道,1.0,小客車,男,28.0,逆向行駛,否
對撞,2022,9.0,20220916.0,嘉義縣警察局,嘉義縣新港鄉菜公村嘉68線5公里處,晴,鄉道,2.0,機車,女,57.0,逆向行駛,否
衝出路外,2022,9.0,20220916.0,嘉義縣警察局,嘉義縣新港鄉大潭村後底湖30西分14北分12電桿旁,晴,村里道路,1.0,慢車,男,63.0,未注意車前狀態,否
衝出路外,2022,9.0,20220916.0,嘉義縣警察局,嘉義縣新港鄉大潭村後底湖30西分14北分12電桿旁,晴,村里道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
側撞,2022,9.0,20220916.0,臺中市政府警察局,臺中市烏日區三和里中山路三段 / 臺中市烏日區三和里高鐵路一段,晴,市區道路,1.0,曳引車,男,57.0,未依規定讓車,否
側撞,2022,9.0,20220916.0,臺中市政府警察局,臺中市烏日區三和里中山路三段 / 臺中市烏日區三和里高鐵路一段,晴,市區道路,2.0,慢車,女,76.0,未依規定讓車,否
撞路樹、電桿,2022,9.0,20220916.0,桃園市政府警察局,桃園市桃園區玉山街349號前0.0公尺北側,晴,市區道路,1.0,機車,男,51.0,未注意車前狀態,否
撞路樹、電桿,2022,9.0,20220916.0,桃園市政府警察局,桃園市桃園區玉山街349號前0.0公尺北側,晴,市區道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
穿越道路中,2022,9.0,20220916.0,新北市政府警察局,新北市新莊區新北市新莊區新樹路743號行人穿越道,晴,市區道路,1.0,小貨車(含客、貨兩用),男,25.0,搶越行人穿越道,否
穿越道路中,2022,9.0,20220916.0,新北市政府警察局,新北市新莊區新北市新莊區新樹路743號行人穿越道,晴,市區道路,2.0,人,女,74.0,搶越行人穿越道,否
其他,2022,9.0,20220917.0,國道公路警察局,臺南市永康區國道1號 319公里200.0公尺處南側向中線,晴,國道,1.0,人,男,26.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220917.0,國道公路警察局,臺南市永康區國道1號 319公里200.0公尺處南側向中線,晴,國道,2.0,小客車,男,42.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220917.0,國道公路警察局,臺南市永康區國道1號 319公里200.0公尺處南側向中線,晴,國道,3.0,小客車,男,26.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220917.0,國道公路警察局,臺南市永康區國道1號 319公里200.0公尺處南側向中線,晴,國道,4.0,人,男,24.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220917.0,國道公路警察局,臺南市永康區國道1號 319公里200.0公尺處南側向中線,晴,國道,5.0,小客車,男,24.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220917.0,國道公路警察局,臺南市永康區國道1號 319公里200.0公尺處南側向中線,晴,國道,6.0,小客車,男,45.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220917.0,國道公路警察局,臺南市永康區國道1號 319公里200.0公尺處南側向中線,晴,國道,7.0,人,女,10.0,其他引起事故之疏失或行為,否
其他,2022,9.0,20220917.0,國道公路警察局,臺南市永康區國道1號 319公里200.0公尺處南側向中線,晴,國道,8.0,人,男,8.0,其他引起事故之疏失或行為,否
撞護欄(樁),2022,9.0,20220917.0,臺中市政府警察局,臺中市霧峰區南柳里乾溪路前0.0公尺,晴,市區道路,1.0,慢車,男,27.0,酒醉(後)駕駛失控,否
撞護欄(樁),2022,9.0,20220917.0,臺中市政府警察局,臺中市霧峰區南柳里乾溪路前0.0公尺,晴,市區道路,2.0,,無或物(動物、堆置物),0.0,酒醉(後)駕駛失控,否
路上翻車、摔倒,2022,9.0,20220917.0,新竹縣政府警察局,新竹縣峨眉鄉台3線 88公里南側向內側,晴,省道,1.0,機車,男,49.0,超速失控,否
路上翻車、摔倒,2022,9.0,20220917.0,新竹縣政府警察局,新竹縣峨眉鄉台3線 88公里南側向內側,晴,省道,2.0,,無或物(動物、堆置物),-1.0,超速失控,否
同向通行中,2022,9.0,20220917.0,桃園市政府警察局,桃園市中壢區中正五路附近 / 桃園市中壢區龍平二街口,晴,市區道路,1.0,小客車,女,44.0,未注意車前狀態,否
同向通行中,2022,9.0,20220917.0,桃園市政府警察局,桃園市中壢區中正五路附近 / 桃園市中壢區龍平二街口,晴,市區道路,2.0,人,男,91.0,未注意車前狀態,否
其他,2022,9.0,20220917.0,彰化縣警察局,彰化縣芳苑鄉新生村草漢路草2段6號前0.0公尺,晴,村里道路,1.0,慢車,男,83.0,違反特定標誌(線)禁制,否
其他,2022,9.0,20220917.0,彰化縣警察局,彰化縣芳苑鄉新生村草漢路草2段6號前0.0公尺,晴,村里道路,2.0,大貨車,男,33.0,違反特定標誌(線)禁制,否
其他,2022,9.0,20220917.0,臺北市政府警察局,臺北市文山區木柵路5段前0.0公尺,晴,市區道路,1.0,大貨車,男,46.0,變換車道或方向不當,否
其他,2022,9.0,20220917.0,臺北市政府警察局,臺北市文山區木柵路5段前0.0公尺,晴,市區道路,2.0,機車,女,57.0,變換車道或方向不當,否
路上翻車、摔倒,2022,9.0,20220917.0,南投縣政府警察局,南投縣仁愛鄉台14甲線 21公里600.0公尺處,陰,省道,1.0,機車,男,45.0,其他引起事故之違規或不當行為,否
路上翻車、摔倒,2022,9.0,20220917.0,南投縣政府警察局,南投縣仁愛鄉台14甲線 21公里600.0公尺處,陰,省道,2.0,,無或物(動物、堆置物),-1.0,其他引起事故之違規或不當行為,否
其他,2022,9.0,20220918.0,國道公路警察局,新北市泰山區國道1號 33公里900.0公尺處南側向內側,晴,國道,1.0,小貨車(含客、貨兩用),男,42.0,拋錨未採安全措施,否
其他,2022,9.0,20220918.0,國道公路警察局,新北市泰山區國道1號 33公里900.0公尺處南側向內側,晴,國道,2.0,小貨車(含客、貨兩用),男,46.0,拋錨未採安全措施,否
其他,2022,9.0,20220918.0,國道公路警察局,新北市泰山區國道1號 33公里900.0公尺處南側向內側,晴,國道,3.0,人,男,42.0,拋錨未採安全措施,否
其他,2022,9.0,20220918.0,國道公路警察局,新北市泰山區國道1號 33公里900.0公尺處南側向內側,晴,國道,4.0,,無或物(動物、堆置物),-1.0,拋錨未採安全措施,否
其他,2022,9.0,20220918.0,彰化縣警察局,彰化縣員林市民生里南昌東路68號前0.0公尺,晴,市區道路,1.0,機車,男,21.0,未注意車前狀態,否
其他,2022,9.0,20220918.0,彰化縣警察局,彰化縣員林市民生里南昌東路68號前0.0公尺,晴,市區道路,2.0,機車,男,39.0,未注意車前狀態,否
其他,2022,9.0,20220918.0,彰化縣警察局,彰化縣員林市民生里南昌東路68號前0.0公尺,晴,市區道路,3.0,,無或物(動物、堆置物),0.0,未注意車前狀態,否
撞路樹、電桿,2022,9.0,20220918.0,臺南市政府警察局,臺南市鹽水區岸內里蔦松腳14之5號,晴,市區道路,1.0,機車,男,49.0,未注意車前狀態,否
撞路樹、電桿,2022,9.0,20220918.0,臺南市政府警察局,臺南市鹽水區岸內里蔦松腳14之5號,晴,市區道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
穿越道路中,2022,9.0,20220918.0,臺中市政府警察局,臺中市大肚區瑞井里遊園路一段134號前0.0公尺,晴,市區道路,1.0,機車,男,66.0,未注意車前狀態,否
穿越道路中,2022,9.0,20220918.0,臺中市政府警察局,臺中市大肚區瑞井里遊園路一段134號前0.0公尺,晴,市區道路,2.0,人,女,70.0,未注意車前狀態,否
其他,2022,9.0,20220919.0,雲林縣警察局,雲林縣土庫鎮後埔里後埔168-6號,晴,市區道路,1.0,機車,男,24.0,未注意車前狀態,否
其他,2022,9.0,20220919.0,雲林縣警察局,雲林縣土庫鎮後埔里後埔168-6號,晴,市區道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
穿越道路中,2022,9.0,20220919.0,臺中市政府警察局,臺中市西屯區逢甲里西屯路二段 / 臺中市西屯區逢甲里河南路二段,晴,市區道路,1.0,小客車,男,39.0,搶越行人穿越道,否
穿越道路中,2022,9.0,20220919.0,臺中市政府警察局,臺中市西屯區逢甲里西屯路二段 / 臺中市西屯區逢甲里河南路二段,晴,市區道路,2.0,人,女,88.0,搶越行人穿越道,否
側撞,2022,9.0,20220919.0,苗栗縣警察局,苗栗縣苗栗市橫車路口 / 苗栗縣苗栗市橫車路口,晴,村里道路,1.0,機車,男,22.0,不明原因肇事,否
側撞,2022,9.0,20220919.0,苗栗縣警察局,苗栗縣苗栗市橫車路口 / 苗栗縣苗栗市橫車路口,晴,村里道路,2.0,小客車,男,32.0,不明原因肇事,否
側撞,2022,9.0,20220919.0,苗栗縣警察局,苗栗縣苗栗市橫車路口 / 苗栗縣苗栗市橫車路口,晴,村里道路,3.0,小客車,男,32.0,不明原因肇事,否
側撞,2022,9.0,20220919.0,苗栗縣警察局,苗栗縣苗栗市橫車路口 / 苗栗縣苗栗市橫車路口,晴,村里道路,4.0,小客車,男,60.0,不明原因肇事,否
撞護欄(樁),2022,9.0,20220920.0,臺東縣警察局,臺東縣鹿野鄉台9線 335公里100.0公尺處北側向中外,晴,省道,1.0,機車,女,41.0,未注意車前狀態,否
撞護欄(樁),2022,9.0,20220920.0,臺東縣警察局,臺東縣鹿野鄉台9線 335公里100.0公尺處北側向中外,晴,省道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
撞護欄(樁),2022,9.0,20220920.0,臺東縣警察局,臺東縣鹿野鄉台9線 335公里100.0公尺處北側向中外,晴,省道,3.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
側撞,2022,9.0,20220920.0,苗栗縣警察局,苗栗縣造橋鄉龍昇村台一線南下內側道106.5K處(龍湖宮前),晴,省道,1.0,機車,男,62.0,違規停車或暫停不當而肇事,否
側撞,2022,9.0,20220920.0,苗栗縣警察局,苗栗縣造橋鄉龍昇村台一線南下內側道106.5K處(龍湖宮前),晴,省道,2.0,小客車,男,24.0,違規停車或暫停不當而肇事,否
側撞,2022,9.0,20220920.0,苗栗縣警察局,苗栗縣造橋鄉龍昇村台一線南下內側道106.5K處(龍湖宮前),晴,省道,3.0,人,男,24.0,違規停車或暫停不當而肇事,否
穿越道路中,2022,9.0,20220920.0,新北市政府警察局,新北市三重區集賢路1號前0.0公尺,晴,市區道路,1.0,機車,男,21.0,未注意車前狀態,否
穿越道路中,2022,9.0,20220920.0,新北市政府警察局,新北市三重區集賢路1號前0.0公尺,晴,市區道路,2.0,人,男,83.0,未注意車前狀態,否
撞路樹、電桿,2022,9.0,20220920.0,新竹縣政府警察局,新竹縣新豐鄉台15線與埔和村6.7鄰入口處旁,晴,省道,1.0,機車,女,64.0,酒醉(後)駕駛失控,否
撞路樹、電桿,2022,9.0,20220920.0,新竹縣政府警察局,新竹縣新豐鄉台15線與埔和村6.7鄰入口處旁,晴,省道,2.0,,無或物(動物、堆置物),-1.0,酒醉(後)駕駛失控,否
穿越道路中,2022,9.0,20220920.0,新竹縣政府警察局,新竹縣新豐鄉建興路2段601號前0.0公尺附近,晴,市區道路,1.0,人,女,44.0,穿越道路未注意左右來車,否
穿越道路中,2022,9.0,20220920.0,新竹縣政府警察局,新竹縣新豐鄉建興路2段601號前0.0公尺附近,晴,市區道路,2.0,小客車,男,25.0,穿越道路未注意左右來車,否
撞護欄(樁),2022,9.0,20220921.0,新北市政府警察局,新北市瑞芳區建基路2段76號前0.0公尺,晴,省道,1.0,機車,男,17.0,未依規定減速,否
撞護欄(樁),2022,9.0,20220921.0,新北市政府警察局,新北市瑞芳區建基路2段76號前0.0公尺,晴,省道,2.0,,無或物(動物、堆置物),0.0,未依規定減速,否
側撞,2022,9.0,20220921.0,高雄市政府警察局,高雄市茄萣區白砂路 / 高雄市茄萣區白砂路,晴,市區道路,1.0,慢車,男,83.0,左轉彎未依規定,否
側撞,2022,9.0,20220921.0,高雄市政府警察局,高雄市茄萣區白砂路 / 高雄市茄萣區白砂路,晴,市區道路,2.0,機車,男,28.0,左轉彎未依規定,否
其他,2022,9.0,20220921.0,宜蘭縣政府警察局,宜蘭縣礁溪鄉礁溪路一段與礁溪路一段287巷口,晴,省道,1.0,機車,男,70.0,未注意車前狀態,否
其他,2022,9.0,20220921.0,宜蘭縣政府警察局,宜蘭縣礁溪鄉礁溪路一段與礁溪路一段287巷口,晴,省道,2.0,小客車,男,51.0,未注意車前狀態,否
路上翻車、摔倒,2022,9.0,20220921.0,新北市政府警察局,新北市樹林區新北市樹林區環漢路5段300號燈桿226011前,晴,市區道路,1.0,機車,男,37.0,不明原因肇事,否
路上翻車、摔倒,2022,9.0,20220921.0,新北市政府警察局,新北市樹林區新北市樹林區環漢路5段300號燈桿226011前,晴,市區道路,2.0,,無或物(動物、堆置物),0.0,不明原因肇事,否
路上翻車、摔倒,2022,9.0,20220921.0,新北市政府警察局,新北市樹林區新北市樹林區環漢路5段300號燈桿226011前,晴,市區道路,3.0,人,女,36.0,不明原因肇事,否
撞動物,2022,9.0,20220921.0,屏東縣政府警察局,屏東縣琉球鄉中山路24-1號前,晴,鄉道,1.0,機車,女,63.0,未注意車前狀態,否
撞動物,2022,9.0,20220921.0,屏東縣政府警察局,屏東縣琉球鄉中山路24-1號前,晴,鄉道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
穿越道路中,2022,9.0,20220922.0,高雄市政府警察局,高雄市三民區慶雲街 / 高雄市三民區九如一路,晴,市區道路,1.0,機車,男,19.0,搶越行人穿越道,否
穿越道路中,2022,9.0,20220922.0,高雄市政府警察局,高雄市三民區慶雲街 / 高雄市三民區九如一路,晴,市區道路,2.0,人,女,81.0,搶越行人穿越道,否
路口交岔撞,2022,9.0,20220922.0,桃園市政府警察局,桃園市八德區介壽路一段附近 / 桃園市八德區國道2號橋下便道口,晴,市區道路,1.0,機車,女,67.0,違反號誌管制或指揮,否
路口交岔撞,2022,9.0,20220922.0,桃園市政府警察局,桃園市八德區介壽路一段附近 / 桃園市八德區國道2號橋下便道口,晴,市區道路,2.0,機車,男,18.0,違反號誌管制或指揮,否
路口交岔撞,2022,9.0,20220922.0,桃園市政府警察局,桃園市八德區介壽路一段附近 / 桃園市八德區國道2號橋下便道口,晴,市區道路,3.0,機車,男,43.0,違反號誌管制或指揮,否
路口交岔撞,2022,9.0,20220922.0,桃園市政府警察局,桃園市桃園區延平路口 / 桃園市桃園區樹仁三街口,晴,市區道路,1.0,機車,女,47.0,未依規定讓車,否
路口交岔撞,2022,9.0,20220922.0,桃園市政府警察局,桃園市桃園區延平路口 / 桃園市桃園區樹仁三街口,晴,市區道路,2.0,大貨車,男,33.0,未依規定讓車,否
穿越道路中,2022,9.0,20220922.0,桃園市政府警察局,桃園市中壢區中正路口 / 桃園市中壢區中豐路口,晴,市區道路,1.0,小貨車(含客、貨兩用),男,51.0,搶越行人穿越道,否
穿越道路中,2022,9.0,20220922.0,桃園市政府警察局,桃園市中壢區中正路口 / 桃園市中壢區中豐路口,晴,市區道路,2.0,人,女,84.0,搶越行人穿越道,否
穿越道路中,2022,9.0,20220922.0,新竹市警察局,新竹市東區建功一路133號,晴,市區道路,1.0,人,男,77.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
穿越道路中,2022,9.0,20220922.0,新竹市警察局,新竹市東區建功一路133號,晴,市區道路,2.0,小貨車(含客、貨兩用),男,36.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
同向擦撞,2022,9.0,20220922.0,花蓮縣警察局,花蓮縣新城鄉北埔村光復路南側 / 花蓮縣新城鄉北埔村民權街東側,陰,省道,1.0,機車,女,79.0,左轉彎未依規定,否
同向擦撞,2022,9.0,20220922.0,花蓮縣警察局,花蓮縣新城鄉北埔村光復路南側 / 花蓮縣新城鄉北埔村民權街東側,陰,省道,2.0,小客車,男,64.0,左轉彎未依規定,否
追撞,2022,9.0,20220922.0,彰化縣警察局,彰化縣花壇鄉橋頭村中山路1段368號前0.0公尺,晴,村里道路,1.0,大客車,男,57.0,尚未發現肇事因素,否
追撞,2022,9.0,20220922.0,彰化縣警察局,彰化縣花壇鄉橋頭村中山路1段368號前0.0公尺,晴,村里道路,2.0,機車,男,55.0,尚未發現肇事因素,否
穿越道路中,2022,9.0,20220922.0,桃園市政府警察局,桃園市大溪區復興路二段749號前0.0公尺,晴,市區道路,1.0,人,女,85.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
穿越道路中,2022,9.0,20220922.0,桃園市政府警察局,桃園市大溪區復興路二段749號前0.0公尺,晴,市區道路,2.0,機車,男,34.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
側撞,2022,9.0,20220922.0,臺中市政府警察局,臺中市南屯區惠中里向上路二段 / 臺中市南屯區惠中里惠文路,晴,市區道路,1.0,小客車,男,23.0,未依規定讓車,否
側撞,2022,9.0,20220922.0,臺中市政府警察局,臺中市南屯區惠中里向上路二段 / 臺中市南屯區惠中里惠文路,晴,市區道路,2.0,機車,女,46.0,未依規定讓車,否
其他,2022,9.0,20220923.0,新北市政府警察局,新北市三重區集賢路 / 新北市三重區集英路,晴,市區道路,1.0,小客車,男,43.0,未注意車前狀態,否
其他,2022,9.0,20220923.0,新北市政府警察局,新北市三重區集賢路 / 新北市三重區集英路,晴,市區道路,2.0,人,男,55.0,未注意車前狀態,否
其他,2022,9.0,20220923.0,新北市政府警察局,新北市三重區集賢路 / 新北市三重區集英路,晴,市區道路,3.0,大貨車,男,59.0,未注意車前狀態,否
